"employeeId","firstName","surName","age","dateOfBirth","position","salary","isSenior"
"91","Greg","Davis","3x","1989-10-31","Principal Consultant","199872.45","True"
"92","Chris","Martinez","x6","1995-10-30","Marketer","115698.34","True"
"93","Tina","Jackson","x6","1968-11-05","Business Analyst","129937.28","True"
"94","Walter","Smith","x8","1966-11-06","Software Engineer","139198.67","True"
"95","Sara","White","47x","1977-11-03","Project Manager","194683.29","True"
"96","Lucy","Moore","4x0","1984-11-01","Principal Consultant","195984.58","True"
"97","Rick","Clark","5x2","1972-11-04","HR Manager","105002.47","True"
"98","John","Miller","6x0","1964-11-06","Data Engineer","110067.35","True"
"99","Kate","Jones","4x5","1979-11-03","Systems Engineer","1580463.92","True"
"100","Hank","Wilson","3x3","1991-10-31","Marketer","180045.77","True"
