"employeeId","firstName","surName","age","dateOfBirth","position","salary","isSenior"
"91","Greg","Davis","35","1989-10-31","Principal Consultant","199872.45","yes indeed"
"92","Chris","Martinez","29","1995-10-30","Marketer","115698.34","yes indeed"
"93","Tina","Jackson","56","1968-11-05","Business Analyst","129937.28","yes indeed"
"94","Walter","Smith","58","1966-11-06","Software Engineer","139198.67","Tryesindeedue"
"95","Sara","White","47","1977-11-03","Project Manager","194683.29","yes indeed"
"96","Lucy","Moore","40","1984-11-01","Principal Consultant","195984.58","not really"
"97","Rick","Clark","52","1972-11-04","HR Manager","105002.47","not really"
"98","John","Miller","60","1964-11-06","Data Engineer","110067.35","yes indeed"
"99","Kate","Jones","45","1979-11-03","Systems Engineer","1580463.92","yes indeed"
"100","Hank","Wilson","33","1991-10-31","Marketer","180045.77","yes indeed"
