"employeeId","firstName","surName","age","dateOfBirth","position","salary","isSenior"
"91","Greg","Davis","35","1989-10-31","Principal Consultant","salary1","True"
"92","Chris","Martinez","29","1995-10-30","Marketer","salary2","True"
"93","Tina","Jackson","56","1968-11-05","Business Analyst","salary3","True"
"94","Walter","Smith","58","1966-11-06","Software Engineer","salary4","True"
"95","Sara","White","47","1977-11-03","Project Manager","salary5","True"
"96","Lucy","Moore","40","1984-11-01","Principal Consultant","salary6","True"
"97","Rick","Clark","52","1972-11-04","HR Manager","salary7","True"
"98","John","Miller","60","1964-11-06","Data Engineer","salary18","True"
"99","Kate","Jones","45","1979-11-03","Systems Engineer","salary9","True"
"100","Hank","Wilson","33","1991-10-31","Marketer","salary10","True"
